amfi_code,scheme_name,Alpha,Beta,R_squared,P_value,Std_Error
119093,Axis Bluechip Fund - Direct - Growth,0.08232801295222093,0.02588321244009315,0.0005692038090244866,0.41912120462855784,0.032024247449405394
120842,Kotak Emerging Equity Fund - Regular - Growth,0.0780443887615508,0.018056874208118138,0.00016915548838314316,0.6596465767530773,0.04099029861586008
119092,Axis Bluechip Fund - Regular - Growth,0.0689952982167755,0.009730745001153646,8.082637693810791e-05,0.7608083592013815,0.03195731437489773
120507,ICICI Pru Liquid Fund - Regular - Growth,0.06746210411099539,-0.0004440926329707229,0.0001343066144067983,0.6947484438507021,0.001131394316461114
120844,Kotak Liquid Fund - Regular - Growth,0.06455677495375998,-0.0004007442394784014,0.00010125435692271783,0.7333100820090799,0.0011758630169772715
101208,ABSL Liquid Fund - Regular - Growth,0.060861457957871144,0.0002667096833823837,4.6076236771052116e-05,0.8182140691419652,0.00116013510548464
119120,SBI Magnum Gilt Fund - Regular Plan - Growth,0.05620895216638369,-0.006413850728276462,0.00043426033217200334,0.4803856630002876,0.009085895556734057
118636,Nippon India Gilt Securities Fund - Regular - Growth,0.05074772999976104,0.0012566742731558514,1.6516652310332888e-05,0.8905486864137586,0.009130118523202283
119599,SBI Small Cap Fund - Direct Plan - Growth,0.048824215945539845,0.0620018043826717,0.0010259205326765973,0.27800396233826224,0.057127190819840454
119095,Axis Small Cap Fund - Regular - Growth,0.048015953637759554,-0.06695117463929204,0.0011851593464486726,0.24360834209000343,0.0573892583623687
100025,HDFC Short Term Debt Fund - Regular - Growth,0.042817920315060876,0.0011582183155281456,1.4612842041845013e-05,0.8970124515162726,0.008946191727361885
100016,HDFC Top 100 Fund - Regular Plan - Growth,0.03747580763443281,-0.05826843143880892,0.002665032698133324,0.0802644248369961,0.0332828777895766
102886,UTI Mid Cap Fund - Regular - Growth,0.028969397866379445,-0.042125029021894356,0.0008964294600687593,0.31057770814660435,0.04152462310680976
